i m just playing around .	tell me who is your master ?
tell me who is your master ?	let s go !
i ll never live as a thief !	you re already a thief .
hello . what is your name ?	long .
don t bother .	you don t seem to understand .
you don t seem to understand .	so what if i don t ?
are you related to li mu bai ?	he is my defeated foe !
put them down .	i heard you met shu lien today .
i heard you met shu lien today .	do you know her ?
this spells trouble .	i have a guest .
you re too young to understand .	you re a sword fighter too ?
you re not married are you ?	what do you think ?
i ve missed you .	how so ?
how so ?	i m bored .
come and get it if you can .	without the green destiny you are nothing .
not another lecture ! on guard !	let s end this here .
let s end this here .	only the sword will settle this .
what do you want ?	what i ve always wanted to teach you .
give it back !	kneel !
kneel !	never !
never !	then you have no use for the sword .
lo ?	jen !
let s stop a moment .	give it back !
give me back my comb .	i don t take orders from anyone .
i don t take orders from anyone .	give it back .
let them look .	it is trouble for me .
go .	jen . . .
jen . . .	don t ever come back .
a faithful heart makes wishes come true .	make a wish lo .
it has . how s business ?	good . and how are you ?
good . and how are you ?	fine .
have you questioned him yet ?	no not yet . . .
then why did you come ?	well we had talked . . .
i knew she would intrigue you .	she needs direction . . . and training .
what about you ?	i ll look around and catch up later .
shu lien . . .	save your strength .
it s jade fox !	we must avenge mother !
they re gone .	what does it say ?
and you re gonna tell me who .	who ever made that .
talent . hi .	care for a hot dog ?
care for a hot dog ?	you buying ?
you buying ?	i m buying .
no onions though okay ?	no onions ?
no onions ?	they make you fart .
well hello there . . .chocolate	don t thank me .
don t thank me .	thanks babe .
my name .	i m sorry as hell man .
thank you . for giving a damn .	my pleasure . eric don t smoke these .
it s only a flesh wound .	it s only fourteen or fifteen flesh wounds .
they couldn t do anything for me .	how bout the morgue ?
at least it finally stopped raining .	it can t rain all the time .
fun look at that guy . . .	it s just the dope don t worry
who ?	mister funboy .
mister funboy .	mister funboy lives there ?
do you feel okay .	no .
no .	you gotta go now i bet .
you gotta go now i bet .	i have to go .
what s going on . . . ?	a remembrance . a closure .
in a better place . i hope .	you re not gonna come back are you ?
what s goin on elly ?	i went to see a friend of mine .
i went to see a friend of mine .	well how s your friend ?
well how s your friend ?	she s still dead .
mom tried to cook .	oh .
i m looking for a good guitar man .	right .
do you know what you destroyed ?	take the dope too .
cute nickname don t you think ?	i ain t got no fuckin ring .
i ain t got no fuckin ring .	wrong answer .
top dollar .	another jolly nickname ?
another jolly nickname ?	you want those assholes you want top dollar .
you want those assholes you want top dollar .	t bird ?
i wish to possess what you have now .	i want the girl . unharmed . now .
how the hell did you do that ?	magic .
neither .	yeah i got a more fun idea myself .
what the hell are you ?	interested ? follow the crow .
shelly ?	miss her ?
miss her ?	yes .
get it ?	leave me alone !
shut up .	maybe i was wrong about you .
you ll be alone .	i m already alone .
don t waste my time .	very well it s your ass .
blow yourself bigmouth .	whoa hey whoa . business .
coupla more rings . . . k .	k . crap .
nineteen bucks at sears . fake	leather purse . . .
we ve got company .	is he inside ?
i ve got him if you want him .	no shooting .
no shooting .	move in guys .
sounds like our crow is out maneuvering you .	our crow . . . ?
i m kathryn .	annette harrison .
have we met ?	i don t think so .
i don t think so .	did you know sebastian well ?
did you know sebastian well ?	you might say that .
are you okay ?	i ll be fine .
oh cut the shit kathryn .	excuse me ?
excuse me ?	you heard me .
i have his journal .	you what ?
nothing .	is there a mutual feeling between you two ?
annette how long have we known each other ?	forever .
you promise not to say anything ?	on my mother s life .
on my mother s life .	okay . . .
so what year are you going into ?	junior .
junior .	got a boyfriend back home ?
got a boyfriend back home ?	no .
no .	why not ?
you a lesbo ?	no .
i read your teen beat manifesto .	you did ?
you did ?	i must say i found it rather appalling .
excuse me . excuse me !	you talking to me ?
what cha reading ?	the fountainhead .
the fountainhead .	great book .
great book .	you ve read the fountainhead ?
romantic ? he rapes her .	that s a matter of opinion .
that s a matter of opinion .	you need help .
i sincerely doubt it .	give me the fucking letter .
how s the water ?	refreshing .
i never said that .	you implied it .
why not ?	because you act like a pig .
you re naked .	it s my house .
need a lift ?	no thank you .
no thank you .	how are you today ?
how are you today ?	give it up .
who ?	that s none of your business .
that s none of your business .	how about tonight ?
how about tonight ?	i m busy .
i m busy .	doing what ?
doing what ?	that s also none of your business .
yes .	and you promise to abide by it ?
and you promise to abide by it ?	without question .
i m . . . i m alright .	how was your date ?
wait don t hang up .	okay ?
okay ?	what are you doing ?
what are you doing ?	reading .
what are you reading ?	of human bondage .
of human bondage .	somerset maugham .
somerset maugham .	yeah it s pretty relevant considering my situation .
yeah it s pretty relevant considering my situation .	you re not gonna start that again .
sure . have a good night .	i will .
i m doing some volunteer work .	need any company ?
oh please .	what ?
what ?	i actually feel good about myself ?
i actually feel good about myself ?	i do .
i do .	you must take me for a real idiot .
you must take me for a real idiot .	i don t .
i do not .	lighten up .
lighten up .	i am lighten . can we drop this ?
i am lighten . can we drop this ?	fine .
oh dear are you actually laughing ?	no .
no .	no ?
am i bothering you ?	not at all . have a seat .
who s monsieur philipe ?	you don t know monsieur philipe ?
why are you doing this ?	because i m in love with you .
that s not fair .	why can t we be together ?
you really want to know ?	yes .
i just came to say goodbye .	where are you going ?
i think that s for the best .	good for you .
please don t go .	get off me .
hi .	hi .
hi .	hi .
would you like a tour ?	sure .
this isn t working out for me anymore .	yeah me neither .
what are you saying ?	why aren t you understanding ?
why aren t you understanding ?	i love you .
ben schwarz .	schwarz . jewish ?
schwarz . jewish ?	german .
german .	doesn t ring a bell .
unbelievable . some fag no offense	none taken
greg mcconnell .	the football stud ?
i don t think that bothered him .	what do you mean ?
i ll see you tomorrow .	absolutely .
where did you find those ?	margarita found them while cleaning your room .
margarita found them while cleaning your room .	those are my letters !
are you for real ?	do you want to learn or not ?
do you want to learn or not ?	i guess . it still sounds gross .
see that wasn t so bad .	it was nothing .
okay .	eyes closed .
that s so romantic . have you responded ?	no .
no .	well do you like him ?
well do you like him ?	i don t know .
okay .	did you hide the letters ?
who is it ?	it s kathryn .
calm down . tell me what s wrong .	something awful happened last night .
something awful happened last night .	what do you mean ? !
why didn t you do something ?	i don t know .
well . . . not exactly .	he made you give him a blow job .
he made you give him a blow job .	no .
no .	well what then ?
what do i do then ?	well did you like it ?
cecile you had an orgasm .	i did ?
it s like a secret society .	that s one way of looking at it .
that s one way of looking at it .	cool .
excellent .	you think he ll like it ?
you think he ll like it ?	he ll love it .
what are you doing ?	just taking your photo .
just taking your photo .	i look terrible .
i m sorry that was out of line .	i want to go home .
i want to go home .	i was just kidding .
i was just kidding .	i want to go home .
and then i can go home ?	of course . i m not a monster .
just a kiss right ?	i swear .
what are you doing ?	you promised to let me kiss you .
you promised to let me kiss you .	but
want to join me ?	some other time cecile .
you think ?	is it me ?
is it me ?	no you were fine .
where are you going ?	i m taking a shower .
i m taking a shower .	need any company ?
need any company ?	no .
no .	want a blow job ?
want a blow job ?	good night cecile .
good night cecile .	prude .
but you said you have the worst reputation .	i do .
i do .	don t you want to change that ?
my daughter rachel .	yummy .
good luck sebastian .	what nervous i m going to win ?
what nervous i m going to win ?	would you please leave .
hi mom .	honey is something wrong ?
nudie pictures what do you think ?	jesus christ how can you be so stupid ?
greg is that you under the covers ?	get out of here .
whoa !	i told you to lock the door .
positive .	did you do everything i asked you to ?
did you do everything i asked you to ?	yes .
yes !	and you think she bought it ?
and you think she bought it ?	i m pretty sure she did .
i m pretty sure she did .	pretty sure or sure sure ?
pretty sure or sure sure ?	she bought it .
she bought it .	i ll be in touch .
is she with you ?	who is this ?
who is this ?	sebastian you faggot . is she with you ?
sebastian you faggot . is she with you ?	no .
no .	where is she ? !
i told you i don t know .	one .
pleased to meet you .	likewise i m sure .
hello .	ronald ?
ronald ?	yeah ?
yeah ?	it s kathryn .
hi kathryn . is everything okay ?	no .
cecile s attending oakwood in the fall .	outstanding .
care to make a wager on that ?	i ll think about it . . .
you can put it anywhere .	even there ?
even there ?	it would feel so yummy .
fuck her yet ?	i m working on it .
i m working on it .	loser .
loser .	blow me .
blow me .	call me later .
call me later .	okay .
you would not believe what	shhh .
i m at your service .	thank you . mmmm that feels good .
thank you . mmmm that feels good .	oh sis . you re so tense .
moving along quite well .	have you succeeded in your task ?
have you succeeded in your task ?	any day now .
who are you calling ?	cecile .
yippy .	who are you spying on ?
who are you spying on ?	take a look for yourself .
that her ?	yeah .
shut up .	what s your problem ?
what s your problem ?	nothing .
morning !	morning .
morning .	so ? how d it go last night ?
so ? how d it go last night ?	with who ?
she shot you down .	exactly the opposite .
exactly the opposite .	so what went wrong ?
bad time ?	kind of .
you didn t ?	oh yes .
oh yes .	tell me all the details .
tell me all the details .	it was . . . fantastic .
it was . . . fantastic .	oh come on . for her first time ?
some other time .	excuse me ?
excuse me ?	i m not in the mood .
i m not in the mood .	and that s why you re leaving ?
and that s why you re leaving ?	it clearly is why .
it clearly is why .	i want to fuck .
i want to fuck .	and i don t .
no i m not .	p whipped p whipped .
why so nervous ?	i ve never done this before .
i ve never done this before .	how have you dumped girls in the past ?
how have you dumped girls in the past ?	screening calls . any suggestions ?
a little melodramatic don t you think .	i have a flair for drama .
you wanted an answer to your question .	annette ?
well done .	thank you . now where were we ?
get off me !	will you calm down ?
will you calm down ?	fine ! get off me !
i accept . now get out .	get out ? we had an arrangement .
get out ? we had an arrangement .	didn t you hear what i said ?
i think you have your answer .	war it is .
not at all . what s wrong ?	it s cecile .
it s cecile .	what about her ?
i can t thank you enough .	you will be discreet about this ?
you will be discreet about this ?	absolutely .
well please leave a message that i called .	i ll do that .
what do you want ?	i need to talk to annette .
i need to talk to annette .	she s not here .
she s not here .	do you know where she is ?
do you know where she is ?	she s out .
she s out .	do you know when she ll be back ?
do you know when she ll be back ?	later . listen we re entertaining some guests so
later . listen we re entertaining some guests so	annette ! annette !
i ll do that .	it s really important .
it s really important .	i understand . good night .
yes you already did .	i did ?
right after we played backgammon .	we played backgammon ?
we played backgammon ?	uh huh . you beat me three times .
uh huh . you beat me three times .	i did ?
i did ?	yep . then i fucked your daughter .
yep . then i fucked your daughter .	excuse me ?
what time is it ?	eight o clock . you got to go .
eight o clock . you got to go .	did she show up ?
did she show up ?	nope .
nope .	do you mind if i check upstairs ?
you re a lucky guy .	she really loves me .
what are you talking about ?	kathryn . did you hit her ?
ronald i m sorry .	you bastard !
that the old actress julia farren ?	yes she s a little odd i understand .
yes she s a little odd i understand .	but quite harmless i m sure .
mommy	yes darling .
yes darling .	did you ever make a wish ?
did you ever make a wish ?	oh lots of times .
oh lots of times .	did your wishes ever come true ?
did your wishes ever come true ?	sometimes .
but where did you get it amy ?	at the old house with the voice .
on the back street a green house	the farren house
the farren house	do you know the people ?
she was very pretty .	what s her name ?
what s her name ?	irena .
irena .	irena .
i m not a jealous woman oliver .	i know that .
where is everybody ?	it s early yet .
i think i should . w ?	that s right .
something s haywire	what do you mean ?
did you hear the child out ?	well it seemed to me
i m never unfair .	you re shouting at me .
ollie .	what ?
what ?	it s your play .
i haven t had my breakfast .	well you know where it is .
no darling i hadn t intended to .	i live right here .
yes daddy .	did you mail then ?
did you mail then ?	yes i did .
yes i did .	where did you mail them ?
where did you mail them ?	i ll show you .
amy not that old tree !	yes daddy .
but wishes don t come true .	certain wishes do .
they ran away .	why didn t you run after them ?
now amy	it s true .
it s true .	and who did the voice belong to ?
and who did the voice belong to ?	it was just a voice .
daddy it s true .	let me be the judge of that .
no i didn t .	voices from an old dark house !
these are all from me .	this one says to mother from amy .
just you wait !	and this one s for mrs . farren .
daddy !	yes amy ?
yes amy ?	why daddy you know my friend too !
daddy ?	yes darling .
what d you get for christmas ?	i don t know yet .
who are you ?	you called me by my name .
you called me by my name .	irena . but who are you ?
irena . but who are you ?	i m your friend .
i m your friend .	i ve wanted a friend .
but where is that ?	i can not tell you .
i can not tell you .	will you be friend for always ?
will you be friend for always ?	for as long as you ll let me .
for as long as you ll let me .	i shall want you for always .
you ll always play with me ?	whenever you want .
can t you get it darling ?	i ll just never learn arithmetic .
i ll just never learn arithmetic .	but you must !
but you must !	the numbers simply don t mean anything
yes yes ! i see prince	that s right !
that s right !	this is more fun than just pretend .
this is more fun than just pretend .	of course
your children ?	my dolls . we can pretend .
merry christmas .	a merry christmas to you amy .
so beautiful irena . so beautiful .	you wanted to share this moment with me .
you wanted to share this moment with me .	it stands so still .
you mustn t be afraid .	but she s dead !
you ?	yes amy .
yes amy .	but why ?
look at my ring .	that s a fine looking ring .
that s a fine looking ring .	a lady threw it to me .
i m trying to .	let me take another look at that ring .
will you come soon ?	soon as i finish .
bad luck to see death in the snow .	but what happened to the little deer ?
the headless horseman	why hasn t he got a head ?
what ?	don t you hear it ?
who s herne the huntsman ?	don t you read shakespeare ?
hurry hurry .	yes yes
mother ! you called me by name !	yes barbara . . . barbara . . .
good night mother good night .	good night . . .barbara . . .
let the child stay .	now i don t know amy
and amy mailed them ?	she pleaded so to do it
i like to see her happy .	so do i mr . reed .
waiter ! she needs more water .	can we get some service here ?
no .	james dean humphrey bogart . . .
james dean humphrey bogart . . .	yul brynner . they re all dead .
yul brynner . they re all dead .	yeah but they looked cool . . .
what ?	your lips look delicious .
wow your body s really hot .	i ve been working out .
there was a sale .	i mean where on your body ?
i mean where on your body ?	oh on my wrist .
a dog at victoria s secret ?	no it was another woman .
how s the rest of your health ?	good . except for pms .
nearly four .	how have you been feeling ?
jennifer ?	no it s mom .
no it s mom .	mom !
translation a total geek .	anything s better than mark .
anything s better than mark .	my shrink says he s not so bad .
he hasn t said one word to me .	maybe he s just shy .
i get a little bloated sometimes .	i d kill for just a little bloated .
do you really need these ?	only to see .
only to see .	can t you get contacts ?
or if there s a full moon .	or if your boyfriend s an asshole .
where are all the mediums ?	frida grab that red one .
can you believe she fuckin bit me ?	and she got the medium .
there you go blaming yourself for everything again .	and he was ripped limb from limb ?
and he was ripped limb from limb ?	i m sure they were exaggerating .
i m sure they were exaggerating .	why would they exaggerate ?
so did you do it ?	did i kill him ? of course not !
did i kill him ? of course not !	no did you fuck him ?
no did you fuck him ?	no . i don t think so .
at least your pms is over .	and my bra finally fits again .
rule one always wear make up .	i wonder if he s married .
give him the tampon test .	what the hell is the tampon test ?
what did he say ?	i think he called you beautiful .
charming carlton .	it is so hot in here .
so where s this infamous arm now ?	i put it down the garbage disposal .
tuesday . are you okay ?	shit i guess i missed work .
shit i guess i missed work .	frida carlton s dead .
frida carlton s dead .	oh no .
oh no .	and he was missing an arm .
get rid of him !	okay i gotta go .
holy shit i don t know .	did you get rid of mark ?
he s been here all night ?	yeah i guess . mark ?
don t call the police .	why not ? there s been a murder .
why the fuck would you do that ?	i could smell another woman on him .
you expecting someone ?	no .
no .	ignore it .
what the fuck are we going to do ?	hide him .
i think i just got my period .	does that mean this whole thing is over ?
what choice do we have ?	so what do i do ?
so what do i do ?	fall in love .
fall in love .	i think i already have .
i think george knows .	about mark ? carlton ?
about mark ? carlton ?	about benito .
about benito .	did i kill a guy named benito ?
hello ?	frida ? you okay ?
i know .	so you re grant s secretary ?
so you re grant s secretary ?	i do development for tv movies .
you hungry ?	starving .
well whattdaya think ?	that s great . highly original .
what ?	i really gotta pee .
i really gotta pee .	you should have gone at the restaurant .
you should have gone at the restaurant .	i didn t have to pee then .
i didn t have to pee then .	my apartment s just such a mess .
oh come on . knock it off .	knock what off ?
knock what off ?	you don t have to pee .
you don t have to pee .	yes i do have to pee !
uh huh . so pee .	so pee ? here ?
what you got a date or somethin ?	since when do you care ?
look what you did !	oh my god i m sorry !
worried about what all your girlfriends might think ?	frida you know you re it for me .
frida you know you re it for me .	yeah right . . . you better go .
it s a matter of life and death .	this really isn t a good time .
come on i m your biggest supporter .	my bra is my biggest supporter .
mark .	yeah ?
wow .	take your shower .
the nielson s ?	on your desk .
on your desk .	script coverage ?
script coverage ?	on your desk .
on your desk .	coffee and . . .
coffee and . . .	your desk .
how about a man in jeopardy story ?	did you change your hair ?
did you change your hair ?	a little .
no .	no ?
you busted me .	are you following me ?
you wanna get some coffee ?	i m trying to stay away from caffeine .
so what book did you buy ?	oh it s nothing .
oh it s nothing .	no really i love knowing what people read .
no really i love knowing what people read .	it s stupid .
it s stupid .	i can forgive you a bestseller .
my mom used to get pms too .	used to ? did it stop finally ?
used to ? did it stop finally ?	no she died when i was twelve .
no she died when i was twelve .	i m sorry .
how about you ? briefs or boxers ?	briefs .
yeah . maybe .	goodnight .
goodnight .	goodnight .
no . i was doing my laundry .	i m sorry i m on edge today .
was there anything in that washer ?	no . nope nothing in it .
everything okay ?	a man killed in central park .
no i got it . it s okay .	what happened ?
except mark of course .	what s that supposed to mean ?
you didn t say it .	i love you too .
your breasts feel larger .	they do ? oh no . . .
peter i love you too but . . .	i don t think you ll hurt me .
i m going to take a shower .	okay .
here s a towel .	thanks .
we can get a warrant if you like .	no take it .
you got a dog ?	no i have a cat .
no i have a cat .	how big ?
it s for you . frida .	tell her i m eating .
take some allergy medicine .	you can t believe this bullshit .
you want her sheets ?	we can just take this pillowcase .
see he was cheating from the get go .	he s been running money for the mafia .
i told you she was innocent .	hey there was a lot of blood .
what ?	and you think i m sick ?
he means the last that we know of .	this one walk you home too ?
and that was days ago today .	did we get those dna tests back ?
i need something to keep me awake .	looks like you need a haircut to me .
looks like you need a haircut to me .	thanks . just some pills .
sell maps ?	what of ?
how long have you been here ?	maybe ten minutes . . . thatis strange .
maybe ten minutes . . . thatis strange .	spinning backwards ?
the other one ?	his wife .
they don t speak english . . .	how will we interrogate them ?
police . nobody move .	he tried to kill me !
he tried to kill me !	shut up ! everybody stay calm . . .
doctor ! what brings you here ?	just visiting my patient .
in there .	just like that ?
was that for real down there ?	i m afraid so .
good evening sir .	yes . this way .
dammit !	sorry sir .
iim your new assistant .	i didnit requisition a secretary .
good .	you wonit regret this sir .
you wonit regret this sir .	fine .
you typed this report ?	yes sir . anything wrong ?
yes sir . anything wrong ?	wrong ? look at this !
it seems fine .	u fine u ? look here !
how can i submit this ?	iim sorry . . .
why yes .	well be more careful please .
i need everything on the jonathan white case .	yes sir . u everything u ?
where are we going ?	shut up .
people . . . after me .	who ?
who ?	i don t know who they are .
i don t know who they are .	why are they after you ?
why are they after you ?	don t know that either .
don t know that either .	don t know much do you ?
they didn t have faces .	what ?
where do you think this goes ?	it sure isn t the fun fair .
look ! this is a good one !	what is that door ?
what is that door ?	which one ?
such a joker ! like your father .	no . have a look .
you see it ?	yes .
yes .	where does it lead ?
where does it lead ?	it must be a closet or something .
a book of delusions . anything else ?	but i . . .
but i . . .	i see . the verdict yes . . .
i see . the verdict yes . . .	wait this isn t fair . . .
no . i ah . . .	you seem restless .
someoneis after me .	then we must call the police .
donit kill me !	shut up !
shut up !	please . . .
your name is john white .	that s what people keep telling me .
bad dreams ?	yes .
yes .	tell me about them . . .
if you like .	you re supposed to be my doctor right ?
known me for long ?	well . . .
i m nothing then .	anything u but u my friend .
can i get my life back ?	maybe .
what are you doing ?	i have to go . . .
you re a liar !	no it s the truth .
what are you hiding ?	nothing . i don t know anything !
how do i get there ? tell me .	that s easy . you . . .
don t say a .	right .
uh mr . alexander ?	what ?
what ?	is this dangerous or anything ?
is this dangerous or anything ?	no more than the usual .
no more than the usual .	the usual . . .
they barely talk anymore .	you re kidding ?
now remember keep it simple .	don t worry .
what s with her ?	don t worry about it .
and we re going away for a holiday .	for a month .
for a month .	a month .
a month .	right and don t embellish .
right and don t embellish .	i promise . i won t .
i m not certain about . . .	oh sure . remember the convention speech ?
what the hell is this ?	what the hell is this ?
the washington post .	no . . .
that shelter was in this bill .	alan
alan	lots of shelters were in this bill .
lots of shelters were in this bill .	listen you little . . .
. . nothing .	great .
oh . . . i m fired ?	yeah .
you re fired .	fine . . .
fine ?	fine .
i can t believe he d do this .	i know .
don t call the vice president !	. . . what ?
. . . what ?	just don t call him alan !
just don t call him alan !	the guy s in a coma bob .
the guy s in a coma bob .	i don t give a shit .
i don t give a shit .	bob . . .
till what ?	tilt we figure something out .
tilt we figure something out .	bob the guy had a stroke !
up and around ? soon ?	soon .
a condition . . .	exactly . a condition .
we think so .	yes .
clean .	what do you mean he s clean ?
what about the wife ?	clean .
clean .	check his kids .
check his kids .	clean .
clean .	nobody s got clean kids .
it s a homeless shelter .	oh . excuse me .
do we have anything on the budget today ?	i don t think so .
what are you gonna do ?	i m going to kill him .
i m going to kill him .	you can t kill a president .
bob . . .	i can kill a hundred ordinary people .
don t do this .	i ll lock him away for good .
i ll lock him away for good .	then we ll all go to jail together .
what do you mean by that ?	just what you think i mean .
just what you think i mean .	are you threatening me ?
are you threatening me ?	sort of . . . yeah .
so you want to go swimming ?	dave i m working .
it s fine .	they could put you in jail .
i don t think so	this is undeclared income .
this is undeclared income .	and who s gonna find out ?
and who s gonna find out ?	the government
the government	i am the government .
that d be great .	well take care .
extend things ?	extend them . c mere for a second .
will he be alright ?	oh yeah . . . probably . . .
no .	i m afraid so .
i m afraid so .	really ? crazy ?
in the car ?	in the car .
in the car .	i see what you mean .
a teleprompter .	what ?
the teleprompter . is it hooked up ?	i don t think so .
i don t think so .	oh .
at a press conference .	what ?
fine .	fine .
gimme a quarter .	what ?
what ?	quick . gimme a quarter .
president vetoes works bill ?	we vetoed that ?
this is wrong alan !	wrong . . .
wrong . . .	alan . . .
dave ?	she knows .
now he s making stuff up about me .	he s not .
and it s proving quite effective . . .	does it make the cars any better ?
what are they ?	fertility beads .
fertility beads .	ah .
they re not my attack dogs .	what do you mean ?
what do you mean ?	i just fired bob alexander .
oh . . . hi .	dirty business we re in sometimes .
dirty business we re in sometimes .	yeah .
. . . sometimes they do .	yeah . . . sometimes they do .
you ever think back to how you started .	what ?
what ?	you know . your first campaign .
how d you get started ?	oh . . . kinda the same way .
you re not ?	no .
your government needs your help .	what ?
really ?	we d like to hire you .
we d like to hire you .	really ?
i can t say .	oh .
yeah .	you got a gun ?
you got a gun ?	of course .
you ever use it ?	no .
i was waiting for that jack .	i had a feeling .
you mean with you and everything ?	bleed for your king .
bleed for your king .	what s that ?
you re kidding .	no . . . they don t kid .
who ?	the vice president . . .
well . . .	well . . .
what are you staring at ?	uh . . .
thanks for doing this ellen .	go tuck yourself bill .
you bet .	i m outta here .
thanks for doing this ellen ?	you don t change do you bill ?
what ?	since when do you care about the homeless ?
what s wrong with a magic trick ?	you made their funding disappear !
oh . . . yeah .	mind if i sit down ?
mind if i sit down ?	no .
that was quite a thing you did today .	anybody would have done it .
oh yeah ? me too .	you weren t in the state legislature .
where are you going ?	home .
just souvenirs . towels and stuff .	you re leaving too ?
you sure this goes somewhere ?	truman used it all the time .
i don t mind .	thanks .
what ?	it s just so strange . . .
are you hungry ?	what ?
that s a secret .	you have a lot of secrets .
you have a lot of secrets .	i guess .
yes .	i run a temp agency .
you know secretaries and stiff .	you find people jobs ?
you find people jobs ?	yeah . is that funny ?
i know .	but you could go to jail for it .
it was okay ?	it was inspirational .
well i guess . . .	yeah . . . bedtime .
what ?	i can t .
i can t .	i know . i m sorry . . .
yeah . he s a good man .	what ?
hi .	hi .
i never thought i d . . .	i know .
i know .	i missed . . .
i missed . . .	. . . me too .
so this is it ?	. . . not exactly the oval office .
it could be fun .	yeah . . . it could be fun .
we re all set sir .	what about the intro ?
all set .	fabulous .
help me get him to the boat .	leave him .
what is it ?	the tunnel .
datura .	what ?
we got a boat .	what ?
we re gonna blow up the powder magazine .	what ?
what you wanna do ?	come on !
he is dying . he knows it .	you are dying too .
tony . . . .tony . . . .	pull in ! get the others .
hey . slow down . what is it ?	some of rhodes men . at the door .
step up here tyler .	sir !
you fired that shot didn t you ?	no sir .
no sir .	let me see your weapon .
it s been fired .	in the battle sir .
not as bad as yours pal .	what dya get ?
what dya get ?	rafts . two s . a little ammo .
rafts . two s . a little ammo .	we need fuel and a couple automatics .
tricks . . .jesus . . .	i m alright . let s go .
actually i don t really know mutt .	to fucking mutt .
sounds boring to me .	don t come .
don t come .	you know how many demerits we re talking ?
you know how many demerits we re talking ?	so don t goddam come ! please .
do they go to henley hall ?	i don t think they re in school .
i don t think they re in school .	they re townies ? !
charlie dalton .	knox overstreet .
it will ? how do you figure ?	women swoon !
women swoon !	but why ?
at chet danburry s house .	yeah .
yeah .	well ?
well ?	so ?
what do you mean you don t know ?	i ll tell you later .
all right . i ll try anything once .	except sex .
yaa i m a dead poet !	ahh ! eat it dalton !
ahh ! eat it dalton !	this is it .
well . . .	oh come on pitts . . .
oh god it s over now !	why ? nobody knows who we are .
damn it nuwanda . you idiot .	i couldn t stop myself .
but what if they see it nuwanda ?	so much the better .
i told you that s a secret .	isn t he precious ?
i think he s sweet .	i think you re sweet .
you know what really excites me about you ?	what ?
hey he s your roommate .	that s not my fault .
todd s brother is jeffrey anderson .	oh yeah . sure . valedictorian national merit scholar
sure .	you re welcome to join us todd .
who s in ?	i m in .
charlie . . .	it s nuwanda .
it s nuwanda .	nuwanda what is going on ?
nuwanda what is going on ?	nothing unless you object to having girls here .
what happened ? were you kicked out ?	no .
no .	what happened ?
what are you going to do ? charlie ?	damn it neil the name is nuwanda .
this is stupid .	it s better than doing nothing .
it s all right chet .	it s not all right . come on dad
oh chet that feels fabulous	it does ? what ?
it does ? what ?	you know
don t stop .	stop what ?
stop what ?	chet . . .
what are you doing ? !	knox ? !
you fucked up little prick !	chet you don t have to hurt him .
pleased to meet you .	the pleasure is mine .
so uh where are you in school ?	ridgeway high . how s henley hall gin ?
that s your sister school right ?	sort of .
hello ?	hello chris this is knox overstress .
no .	ginny danburry s here . look for her .
ginny danburry s here . look for her .	but chris . . .
carpe breastum . seize the breast .	huh ?
chris !	knox ! what are you doing here ?
chris !	knox why are you doing this to me ?
knox why are you doing this to me ?	you can t be in here .
then come with me .	knox you are so infuriating !
dead poets honor .	what is that ?
what is that ?	my word
carpe diem . . . seize the day .	very good mr . ?
very good mr . ?	meeks .
courtyard ?	boys marching . clapping in unison .
a yawp ?	a barbaric yawp .
good god boy ! yell !	yawp !
yawp !	again ! louder !
again ! louder !	yawp !
yawp !	louder !
louder !	ahhhhhh !
come on boys don t be shy .	i have something .
you really think i should forget her ?	you have another choice .
all right ! what d she say ?	i don t know .
where are you going ?	i m calling her !
any group pictures in the annual ?	nothing . no mention of it .
his grades are hurting charlie .	then you can help him .
but father i m assistant editor .	i m sorry neil .
i m sorry neil .	but father it s not fair .
but father it s not fair .	fellows would you excuse us a minute ?
weird .	but different .
i say we go tonight . everybody in ?	where is this cave he s talking about ?
where is this cave he s talking about ?	beyond the stream . i think i know .
beyond the stream . i think i know .	that s miles .
look at this .	what is it ?
what is it ?	the god of the cave .
why d you leave balincrest ?	my brother went here .
my brother went here .	oh so you re that anderson .
so what do you think of my father ?	i ll take him over mine .
i ll take him over mine .	what ?
what ?	nothing .
want to come to the study group ?	thanks but i d better do history .
yes . but	put what ? goddamn it tell me .
put what ? goddamn it tell me .	i don t want to read .
i don t want to read .	what ?
i ve found it .	found what ?
come on that s impossible .	horseshit . nothing s impossible .
er no .	no ? what do you mean no ?
no ? what do you mean no ?	no .
from you ?	from my father and nolan .
from my father and nolan .	neil you re not gonna . . .
neil you re not gonna . . .	quiet . i have to think .
todd what s the matter ?	it s my birthday .
oh . .	oh .
i ll come to the performance .	chicken shit . where were we ?
chicken shit . where were we ?	yea art thou there ?
yea art thou there ?	put more into it !
put more into it !	yea art thou there ? !
visit from my father .	do you have to quit the play ?
do you have to quit the play ?	i don t know .
you the captain ?	yes .
yes .	how do we get out of here ?
who are you ?	he s the owner . . .
he s the owner . . .	why don t you want a message sent ?
who ?	someone . . .maybe they sent an sos !
and no questions asked .	who asked any ?
not an option .	then you better start swimming .
where are my men ?	dead .
hanover listen . . .	shut up !
now where s mulligan ? where s vivo ?	i told you . . .
did you clear this ?	with who ?
who gives a shit about aft ?	that s where my boat s moored .
i m not staying here !	it ain t any better out there !
now look what you did !	i saved your life is what i did !
i saved your life is what i did !	who asked you to !
what other bunch ?	the thieves .
the thieves .	i m not a thief .
